startTime,endTime,type,subtype,source,assetExternalIds,source,sourceId,WORKORDER_DESC,WORKORDER_TITLE,MODPROJECT_TITLE,PMPROGRAM_NUMBER,WORKORDER_NUMBER,WORKORDER_STATUS,WORKPACKAGE_NAME,MODPROJECT_NUMBER,WORKORDER_DUEDATE,WORKORDER_COSTCODE,WORKORDER_ISACTIVE,WORKPACKAGE_NUMBER,WORKORDER_STATUSDESC,WORKORDER_CREATEDDATE,WORKORDER_ITEMSYSTEMS,WORKORDER_PLANNEDSTART,WORKORDER_PRIORITYDESC,WORKORDER_SHUTDOWNDESC,WORKORDER_DURATIONHOURS,WORKORDER_INTERVALVALUE,WORKORDER_TYPEANDMETHOD,WORKORDER_COMPLETIONDATE,WORKORDER_MAITENANCETYPE,WORKORDER_SCHEDULEDSTART,WORKORDER_SUMACTUALHOURS,WORKORDER_DESTINATIONAREA,WORKORDER_FAILUREMODECODE,WORKORDER_FAILUREMODENAME,WORKORDER_NOOFREPAIRITEMS,WORKORDER_TISLOCATIONCODE,WORKORDER_TISLOCATIONNAME,WORKORDER_HASCHECKLISTITEM,WORKORDER_INTERVALTYPECODE,WORKORDER_INTERVALTYPENAME,WORKORDER_INTERVALTYPEUNIT,WORKORDER_ISSAFETYCRITICAL,WORKORDER_MAITENANCEMETHOD,WORKORDER_OBSERVMETHODCODE,WORKORDER_OBSERVMETHODNAME,WORKORDER_STATUSACTIVEFLAG,WORKORDER_SUMESTIMATEHOURS,WORKORDER_ITEMINVOLVEDAREAS,WORKORDER_REQMATERIALSTATUS,WORKORDER_STATUSISCANCELLED,WORKORDER_STATUSISCOMPLETED,WORKORDER_STATUSLASTCHANGED,WORKORDER_SUMREMAININGHOURS,WORKORDER_LEADDISCIPLINEDESC,WORKORDER_PERCENTAGEPROGRESS,WORKORDER_CONDITIONBEFORECODE,WORKORDER_CONDITIONBEFORENAME,WORKORDER_GENERATEDBYPMPROGRAM,WORKORDER_HASSAFETYCRITCALPROC,WORKORDER_RETURNMATERIALSTATUS
1458370800000,1458608464000.0,Workorder,VAL,akerbp-cdp,WMT:23-YXY-92445-05;WMT:23-YXY-92526-03;WMT:23-YSV-92545;WMT:23-YZSL-92545;WMT:23-YSV-92445;WMT:23-YVX-92545;WMT:23-YVX-92445;WMT:23-YZSH-92526;WMT:23-YZSL-92526;WMT:23-YXY-92545-03;WMT:23-YSDP-92445;WMT:23-YXY-92545-05;WMT:23-YSDP-92526;WMT:23-YVX-92526;WMT:23-YXY-92526-05;WMT:23-YZSL-92445;WMT:23-YZSH-92545;WMT:23-YZSH-92445;WMT:23-YSV-92526;WMT:23-YSDP-92545,akerbp-cdp,7227883567118694,Vedlikehold av Blow Down ventiler ,<PH> VEDLIKEHOLD AV BLOW DOWN VENTILER (*** month),,PM-013901,FAO-112176,600,TUR *** UKE ***-*** (***.***-***.***) ***,,2016-05-17T00:00:00,,NO,WPG-006807,Avsluttet,2016-01-08T12:31:59,"24,27,27,27,27,27,27,27,27,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23",2016-03-19T00:00:00,Ikke kritisk (utføres sammen med planlagt vedlikehold),Hovedutstyrs nedstengning,0,12,MAI - Fixed calender,2016-03-22T01:01:04,MAI,2016-03-19T07:00:00,52,,,,0,VAL,Valhall plattform,NO,MONTH,Month,month,NO,CALF,,,NOTACTIVE,50,",PH,T24-01,PH,T24-01,PH,T34-01,PH,T34-01,PH,T24-01,PH,T24-01,PH,T34-01,PH,T34-01,PH,T33-01,PH,T33-01,PH,T33-02,PH,T33-02,PH,T33-01,PH,T33-01,PH,T33-02,PH,T33-02,PH,T34-01,PH,T34-01,PH,T33-01,PH,T33-01,PH,T44-02,PH,T44-02,PH,T34-01,PH,T34-01,PH,T33-01,PH,T33-01,PH,T44-02,PH,T44-02,PH,T33-02,PH,T33-02,PH,T43-02,PH,T43-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T43-02,PH,T43-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T24-01,PH,T24-01,PH,T34-01,PH,T34-01,PH,T24-01,PH,T24-01,PH,T34-01,PH,T34-01,PH,T34-01,PH,T34-01,PH,T34-01,PH,T34-01,PH,T34-01,PH,T34-01,PH,T24-01,PH,T24-01,PH,T34-01,PH,T34-01,PH,T43-01,PH,T43-01,PH,T34-02,PH,T34-02,PH,T43-01,PH,T43-01,PH,T34-02,PH,T34-02,PH,T43-01,PH,T43-01,PH,T34-02,PH,T34-02,PH,T43-01,PH,T43-01,PH,T34-02,PH,T34-02,PH,T54-01,PH,T54-01,PH,T33-01,PH,T33-01,PH,T44-01,PH,T44-01,PH,T54-01,PH,T54-01,PH,T33-01,PH,T33-01,PH,T44-01,PH,T44-01,PH,T54-01,PH,T54-01,PH,T33-01,PH,T33-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T54-01,PH,T54-01,PH,T33-01,PH,T33-01,PH,T44-01,PH,T44-01,PH,T33-02,PH,T33-02,PH,T43-02,PH,T43-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T43-02,PH,T43-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T43-02,PH,T43-02,PH,T43-02,PH,T43-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T43-02,PH,T43-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02",No need,NO,YES,2016-03-22T01:01:04,0,Drift,100,,,YES,NO,No need
1458802800000,1459241097000.0,Workorder,VAL,akerbp-cdp,WMT:23-XV-92748;WMT:23-XZSH-92748;WMT:23-XZSL-92748;WMT:23-XVP-92748;WMT:23-XY-92748-04,akerbp-cdp,2470505176140196,Vedlikehold av PSD ventiler *** ,<PH> VEDLIKEHOLD AV PSD VENTILER *** (*** month),,PM-012408,FAO-112229,600,TUR *** UKE ***-*** (***.***-***.***) ***,,2016-05-17T00:00:00,,NO,WPG-006807,Avsluttet,2016-01-08T13:24:46,"23,23,23,23,23,23",2016-03-19T00:00:00,Ikke kritisk (utføres sammen med planlagt vedlikehold),Under drift,0,12,MAI - Fixed calender,2016-03-29T08:44:57,MAI,2016-03-24T07:00:00,8,,,,0,VAL,Valhall plattform,NO,MONTH,Month,month,NO,CALF,,,NOTACTIVE,4,",PH,T33-01,PH,T33-01,PH,T33-01,PH,T33-02,PH,T33-01",No need,NO,YES,2016-03-29T08:44:57,0,Automasjon,100,,,YES,NO,No need
1459325507000,1469037677000.0,Workorder,VAL,akerbp-cdp,WMT:23-LT-92529,akerbp-cdp,8188514125278156,"Profiler ligger med ***. alarm, dette ble *** opp med *** *** ***. *** ut og sette det inn igjen.Etter det henger den *** *** *** *** ***, denne må ***.",PH: PROFILER 1ST STG SCRUBBER MED *** FEIL,,,KAO-142780,600,TUR *** UKE ***-*** (***.***-***.***) ***,,2016-12-30T00:00:00,,NO,WPG-006816,Avsluttet,2016-03-30T08:11:47,23,2016-07-04T00:00:00,Ikke kritisk (utføres sammen med planlagt vedlikehold),Under drift,0,,MAI - Corrective,2016-07-20T18:01:17,MAI,,8,,***,Havari,0,VAL,Valhall plattform,NO,,,,NO,COR,***,På signal  (mislykket forsøk på *** aktivere et utstyr),NOTACTIVE,8,"PH,T33-02",No need,NO,YES,2016-07-20T18:01:17,0,Automasjon,100,DEAD,Død / Dead - Utstyret har sviktet / Critical Failure,NO,NO,No need
1459494000000,1461781022000.0,Workorder,VAL,akerbp-cdp,WMT:23-ESDV-92551A;WMT:23-ESDV-92501A;WMT:23-ESDV-92521;WMT:23-ESDV-92501B;WMT:23-ESDV-92551B,akerbp-cdp,5735079576923606,ONSHORE JOB - Condition Monitoring Program (CMP) for SCORE for Critical ESD Valves & Actuators (***-MAP) ,"<PH> CMR FOR ***-MAP, ON-OFF VALVES  (*** month)",,PM-016450,FAO-111832,600,ONSHORE *** CMR,,2016-04-30T00:00:00,,NO,WPG-007761,Avsluttet,2015-12-15T12:50:39,"00,85,85,80,43,42,40,31,31,27,27,27,27,24,24,24,24,24,23,23,23,23,23,23,23,23,14,14,13,13,11,11,11,11,11,11,11,11,11,11,11,11,11",2016-04-01T00:00:00,Ikke kritisk (utføres sammen med planlagt vedlikehold),Under drift,0,1,MAI - Fixed calender,2016-04-27T18:17:02,MAI,2016-04-01T07:00:00,5,,,,0,VAL,Valhall plattform,NO,MONTH,Month,month,NO,CALF,,,NOTACTIVE,28,",PH,T24-01,PH,T24-01,PH,U22-01,PH,T14-01,PH,T24-01,PH,T24-01,PH,T04-02,PH,T14-02,PH,T24-01,PH,T24-01,PH,T44-02,PH,T44-02,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T23-02,PH,T03-02,PH,T33-02,PH,T33-02,PH,T24-02,PH,T24-02,PH,T14-02,PH,T14-02,PH,T13-02,PH,T13-02,PH,T13-02,PH,T13-02,PH,T25-01,PH,T24-01,PH,T03-02,PH,T13-03,PH,T13-03",No need,NO,YES,2016-04-27T18:17:02,0,Onshore,100,,,YES,NO,No need
1459494000000,1460735187000.0,Workorder,VAL,akerbp-cdp,WMT:23-KA-9101-M01;WMT:23-KA-9101;WMT:23-DB-9101,akerbp-cdp,4687315232829828,ONSHORE JOB - Condition Monitoring Program (CMP) for GE for rotating equipment (BN System1 and TredmasterPro.) ,<PH> CMR FOR GE BN SYSTEM *** AND TRENDMASTER (*** month),,PM-016440,FAO-111829,600,ONSHORE *** CMR,,2016-04-30T00:00:00,,NO,WPG-007761,Avsluttet,2015-12-15T12:50:39,"00,65,65,65,65,65,65,65,65,65,65,65,65,65,47,47,47,47,47,80,80,85,85,85,85,85,85,85,85,85,85,84,84,81,81,81,81,80,80,65,65,60,60,48,48,47,47,47,47,47,45,45,45,45,40,40,40,32,32,31,31,31,31,27,27,27,23,23,23,23,23,23,23,23,23,13,13,13,13,11,11,11,11,11,11,11,11,60,46,46,46,18,18,18,18,18,18,18,18,18,18,18,18",2016-04-01T00:00:00,Ikke kritisk (utføres sammen med planlagt vedlikehold),Under drift,0,1,MAI - Fixed calender,2016-04-15T15:46:27,MAI,2016-04-01T07:00:00,,,,,0,VAL,Valhall plattform,NO,MONTH,Month,month,NO,CALF,,,NOTACTIVE,42,",PH,M5,PH,M5,PH,T,PH,M5,PH,L8,PH,L8,PH,L8,PH,L8,PH,L8,PH,L7,PH,L7,PH,L7,PH,M5,PH,M5,PH,M5,PH,M5,PH,L8,PH,L8,IP,U10,IP,U10,PH,T15-02,PH,T15-02,PH,T15-02,PH,T15-02,PH,T15-02,PH,T15-02,PH,T04-02,PH,T14-02,PH,T15-02,PH,T15-02,PH,U12-02,PH,U12-02,PH,U02-02,PH,U02-02,PH,T04-02,PH,T04-02,PH,T14-02,PH,T14-02,PH,M3,PH,M5,PH,U11-02,PH,U11-02,PH,U12-03,PH,U12-01,PH,T14-03,PH,U11-03,PH,U11-03,PH,U12-03,PH,U12-03,PH,U12-02,PH,U12-02,PH,U12-02,PH,U12-02,PH,T14-03,PH,U32-03,PH,U32-03,PH,T43-01,PH,T43-01,PH,T04-03,PH,T04-03,PH,T14-02,PH,T14-02,PH,T44-02,PH,T44-02,PH,T44-02,PH,T44-02,PH,T44-02,PH,T43-02,PH,T43-02,PH,T43-02,PH,T43-02,PH,T44-02,PH,T43-02,PH,T43-02,PH,T24-02,PH,T23-03,PH,T23-02,PH,T23-03,PH,T34-02,PH,T34-03,PH,T34-02,PH,T34-03,PH,T14-01,PH,T14-01,PH,T13-01,PH,T13-01,IP,U10,IP,U20,IP,U20,IP,U20,IP,U10,IP,U10,IP,U10,IP,U10,IP,U10,IP,U10,IP,U10,IP,U10,IP,U10,IP,U10,IP,U10,IP,U10",No need,NO,YES,2016-04-15T15:46:27,0,Onshore,100,,,YES,NO,No need
1459494000000,1459903542000.0,Workorder,VAL,akerbp-cdp,WMT:23-KA-9101;WMT:23-GO-9115;WMT:48-XY-96966B;WMT:48-ZSH-96966A;WMT:48-ZSL-96966B;WMT:23-GO-9114;WMT:48-ZSH-96966B;WMT:48-ZSL-96966A;WMT:48-XY-96966A,akerbp-cdp,215758482339508,Vedlikehold ***-/*** for kompressor ***-KA-*** ,<PH> ***. VENT./*** FOR KOMPRESSOR ***-KA-*** (*** month,,PM-012508,FAO-112365,600,TUR *** UKE ***-*** (***.***-***.***) ***,,2016-04-30T00:00:00,,NO,WPG-006808,Avsluttet,2016-01-08T13:38:01,"23,48,48,48,48,48,48,23,23",2016-04-01T00:00:00,Ikke kritisk (utføres sammen med planlagt vedlikehold),Utstyrs nedstenging,0,3,MAI - Fixed calender,2016-04-06T00:45:42,MAI,2016-04-01T07:00:00,4,,,,0,VAL,Valhall plattform,NO,MONTH,Month,month,NO,CALF,,,NOTACTIVE,4,"PH,T43-02,PH,T43-02,PH,T43-02,PH,T43-02,PH,T43-02,PH,T43-02,PH,T43-02,PH,T43-02,PH,T43-02",No need,NO,YES,2016-04-06T00:45:42,0,Drift,100,,,YES,NO,No need
1459494000000,1460044245000.0,Workorder,VAL,akerbp-cdp,WMT:23-KA-9101-M01,akerbp-cdp,2944822928682239,"ONSHORE JOB - Condition Monitoring Program (CPM) for Unitech, for ***- surveillanced equipment. ",<PH> CMR FOR UNITECH FOR *** SYSTEM (*** month),,PM-016815,FAO-111840,600,ONSHORE *** CMR,,2016-04-30T00:00:00,,NO,WPG-007761,Avsluttet,2015-12-15T12:50:40,"00,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,90,90,84,84,84,84,60,60,60,60,60,60,60,60,60,60,60,60,60,60,45,45,32,32,27,23,23,23,13,13,11,11,11,11,60",2016-04-01T00:00:00,Ikke kritisk (utføres sammen med planlagt vedlikehold),Under drift,0,1,MAI - Fixed calender,2016-04-07T15:50:45,MAI,2016-04-01T07:00:00,,,,,0,VAL,Valhall plattform,NO,MONTH,Month,month,NO,CALF,,,NOTACTIVE,6,",PH,M3-12,PH,M3-12,PH,M4-11,PH,L1,PH,L1,PH,L1,PH,M3-12,PH,M4-11,PH,M4-11,PH,M4-11,PH,M4-11,PH,M4-11,PH,M2,PH,M2-13,PH,M2-13,PH,M2,PH,M2-11,PH,M4-11,PH,M4-11,PH,L1,PH,M2-12,PH,L,PH,M2-13,PH,L,PH,L7,PH,L7,PH,M5,PH,M5-22,PH,L8,PH,L1,PH,M2-13,PH,M2-13,PH,M2-13,PH,M2-13,PH,U42-03,PH,U42-03,PH,U12-02,PH,U12-02,PH,U12-02,PH,U12-02,PH,L1,PH,L1,PH,M2-11,PH,M3-11,PH,M3,PH,M3-11,PH,M3-11,PH,M3-11,PH,M3-11,PH,M5-23,PH,M2-13,PH,M3-12,PH,U11-02,PH,U11-02,PH,U12-02,PH,U12-02,PH,U32-02,PH,U32-02,PH,T44-02,PH,T44-02,PH,T43-02,PH,T43-02,PH,T24-02,PH,T23-02,PH,T34-02,PH,T34-02,PH,T14-01,PH,T13-01,IP,U10",No need,NO,YES,2016-04-07T15:50:45,0,Onshore,100,,,YES,NO,No need
1460703600000,1463184000000.0,Workorder,VAL,akerbp-cdp,WMT:23-KA-9101,akerbp-cdp,7616948756556552,ONSHORE JOB - Condition Monitoring Program (CMP) for SKF for Oil Analysis and SW Pumps Vibration ,<PH> CMR FOR SKF (*** month),,PM-016456,FAO-113358,900,ONSHORE *** CMR,,2016-05-14T00:00:00,,NO,WPG-007761,Kansellert,2016-02-11T13:41:27,"00,92,65,85,85,85,85,85,85,84,84,61,61,61,61,60,60,48,48,45,45,27,23,23,23,11,11,11,61,90,48,48,84,84,84,61,61,46,46,46,18,18,18,18,61,48,48,60,60,60,60",2016-04-15T00:00:00,Ikke kritisk (utføres sammen med planlagt vedlikehold),Under drift,0,3,MAI - Fixed calender,,MAI,2016-04-15T07:00:00,,,,,0,VAL,Valhall plattform,NO,MONTH,Month,month,NO,CALF,,,NOTACTIVE,12,",PH,T14-03,PH,T25-02,PH,T15-02,PH,T15-02,PH,T15-02,PH,T15-02,PH,T04-02,PH,T14-02,PH,U12-02,PH,U12-02,PH,T13-03,PH,T13-03,PH,T13-03,PH,T13-03,PH,U11-03,PH,U11-02,PH,U12-03,PH,U12-01,PH,U12-02,PH,U12-02,PH,T44-02,PH,T44-02,PH,T43-02,PH,T43-02,PH,T34-03,PH,T34-03,PH,T14-01,DP,MD,DP,PCW,IP,U10,IP,U10,IP,U20,IP,U20,IP,U20,IP,W10,IP,W10,IP,U20,IP,U20,IP,U20,IP,U10,IP,U10,IP,U10,IP,U10,WP,QP,CD,QP,CD,QP,CD,QP,CD,QP,CD,DP,DL",No need,YES,NO,2016-02-16T11:06:46,12,Onshore,0,,,YES,NO,No need
1460876400000,1461769255000.0,Workorder,VAL,akerbp-cdp,WMT:23-KA-9101,akerbp-cdp,6819225680457517,ONSHORE JOB - Condition Monitoring Program (CMP) for SKF for Oil Analysis and SW Pumps Vibration ,<PH> CMR FOR SKF (*** month),,PM-016456,FAO-113694,600,ONSHORE *** CMR,,2016-05-16T00:00:00,,NO,WPG-007761,Avsluttet,2016-02-16T11:09:09,"00,92,65,85,85,85,85,85,85,84,84,61,61,61,61,60,60,48,48,45,45,27,23,23,23,11,11,11,61,90,48,48,84,84,84,61,61,46,46,46,18,18,18,18,61,48,48,60,60,60,60",2016-04-17T00:00:00,Ikke kritisk (utføres sammen med planlagt vedlikehold),Under drift,0,3,MAI - Fixed calender,2016-04-27T15:00:55,MAI,2016-04-17T07:00:00,,,,,0,VAL,Valhall plattform,NO,MONTH,Month,month,NO,CALF,,,NOTACTIVE,12,",PH,T14-03,PH,T25-02,PH,T15-02,PH,T15-02,PH,T15-02,PH,T15-02,PH,T04-02,PH,T14-02,PH,U12-02,PH,U12-02,PH,T13-03,PH,T13-03,PH,T13-03,PH,T13-03,PH,U11-03,PH,U11-02,PH,U12-03,PH,U12-01,PH,U12-02,PH,U12-02,PH,T44-02,PH,T44-02,PH,T43-02,PH,T43-02,PH,T34-03,PH,T34-03,PH,T14-01,DP,MD,DP,PCW,IP,U10,IP,U10,IP,U20,IP,U20,IP,U20,IP,W10,IP,W10,IP,U20,IP,U20,IP,U20,IP,U10,IP,U10,IP,U10,IP,U10,WP,QP,CD,QP,CD,QP,CD,QP,CD,QP,CD,DP,DL",No need,NO,YES,2016-04-27T15:00:55,0,Onshore,100,,,YES,NO,No need
1461762058000,1492732800000.0,Workorder,VAL,akerbp-cdp,WMT:23-KA-9101,akerbp-cdp,6033960698763652,Ønsker *** få tatt en prøve på gass på *** side av *** trinns kompressor ***-KA-*** under surge test som skal  utføres under performance test *** ***,TAR ***: TA PRØVE AV GASS PÅ *** *** KOMPRESSOR ***,,,KAO-143510,900,,,2017-04-21T00:00:00,,NO,,Kansellert,2016-04-27T13:00:58,23,,Ikke kritisk (utføres sammen med planlagt vedlikehold),,0,,MAI - Corrective,,MAI,,,,***,Other - spesifiser *** fritekst beskrivelse,0,VAL,Valhall plattform,NO,,,,NO,COR,INSP,Inspeksjon,NOTACTIVE,0,"PH,T43-02",No need,YES,NO,2016-05-02T20:58:58,,Drift,0,OK,OK - (Barriere) funksjon ikke berørt / Function not influenced,NO,NO,No need
1461826800000,1461776123000.0,Workorder,VAL,akerbp-cdp,WMT:23-KA-9101,akerbp-cdp,5526663709337591,Smøreoljeprøve kompressorer  ,<PH> SMØREOLJEPRØVE KOMPRESSORER  (*** month),,PM-014055,FAO-112614,600,TUR *** UKE ***-*** (***.***-***.***) ***,,2016-05-25T00:00:00,,NO,WPG-006810,Avsluttet,2016-01-08T13:56:07,"23,27,23,23,23",2016-04-26T00:00:00,Ikke kritisk (utføres sammen med planlagt vedlikehold),Under drift,0,3,MAI - Fixed calender,2016-04-27T16:55:23,MAI,2016-04-28T07:00:00,6,,,,0,VAL,Valhall plattform,NO,MONTH,Month,month,NO,CALF,,,NOTACTIVE,4,"PH,T43-02,PH,T44-02,PH,T44-02,PH,T43-02,PH,T43-02",No need,NO,YES,2016-04-27T16:55:23,0,Mekanisk,100,,,YES,NO,No need
1461826800000,1466899200000.0,Workorder,VAL,akerbp-cdp,WMT:23-PDT-92551;WMT:45-HV-92609;WMT:23-FPSV-92542,akerbp-cdp,7292993335451503,"Inspeksjon av låste ventiler mhp Locked Open (LO), Locked Closed (LC), Car Seal Open (CSO) og Car Seal Closed (CSC). (Tubingventiler på trykktransmitterne skal sjekkes) ",PH (***) - *** AV LÅSTE VENTILER (*** month),,PM-019458,FAO-112643,900,TUR *** UKE ***-*** (***.***-***.***) ***,,2016-06-26T00:00:00,,NO,WPG-006810,Kansellert,2016-01-08T13:57:24,"23,11,11,32,32,32,32,32,32,32,32,32,32,32,32,45,32,32,23,23,23,23,23",2016-04-28T00:00:00,Ikke kritisk (utføres sammen med planlagt vedlikehold),Under drift,0,12,MAI - Fixed calender,,MAI,2016-04-28T07:00:00,,,,,0,VAL,Valhall plattform,NO,MONTH,Month,month,NO,CALF,,,NOTACTIVE,5,"PH,T43-02,PH,T33-02,PH,T33-02,PH,T43-01,PH,T43-01,PH,T43-01,PH,T43-01,PH,T43-01,PH,T43-01,PH,T43-01,PH,T43-01,PH,T43-01,PH,T43-01,PH,T43-01,PH,T43-01,PH,T33-02,PH,T43-01,PH,T43-01,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02",No need,YES,NO,2016-02-04T09:41:06,5,Drift,0,,,YES,NO,No need
1461826800000,1462073298000.0,Workorder,VAL,akerbp-cdp,WMT:45-HV-92515-03,akerbp-cdp,1657797306044860,Inspeksjon av forriglinger og låste ventiler -PH ,PH(***)- *** AV INTERLOCK VENTILER (*** month),,PM-019530,FAO-112645,600,TUR *** UKE ***-*** (***.***-***.***) ***,,2016-06-26T00:00:00,,NO,WPG-006810,Avsluttet,2016-01-08T13:57:24,"14,48,45,45,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,40",2016-04-28T00:00:00,Ikke kritisk (utføres sammen med planlagt vedlikehold),Under drift,0,12,MAI - Fixed calender,2016-05-01T03:28:18,MAI,2016-04-28T07:00:00,6,,,,0,VAL,Valhall plattform,NO,MONTH,Month,month,NO,CALF,,,NOTACTIVE,5,"PH,T23-03,PH,U22-01,PH,T33-02,PH,T33-02,PH,T34-02,PH,T34-01,PH,T34-01,PH,T34-01,PH,T34-02,PH,T34-01,PH,T34-01,PH,T34-01,PH,T34-01,PH,T34-01,PH,T34-01,PH,T34-01,PH,T34-02,PH,T34-02,PH,T34-02,PH,T34-02,PH,T24-01,PH,T13-03",No need,NO,YES,2016-05-01T03:28:18,0,Drift,100,,,YES,NO,No need
1462086000000,1463655868000.0,Workorder,VAL,akerbp-cdp,WMT:23-KA-9101-M01,akerbp-cdp,1724352120945197,"ONSHORE JOB - Condition Monitoring Program (CPM) for Unitech, for ***- surveillanced equipment. ",<PH> CMR FOR UNITECH FOR *** SYSTEM (*** month),,PM-016815,FAO-111841,600,ONSHORE *** CMR,,2016-05-30T00:00:00,,NO,WPG-007761,Avsluttet,2015-12-15T12:50:40,"00,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,90,90,84,84,84,84,60,60,60,60,60,60,60,60,60,60,60,60,60,60,45,45,32,32,27,23,23,23,13,13,11,11,11,11,60",2016-05-01T00:00:00,Ikke kritisk (utføres sammen med planlagt vedlikehold),Under drift,0,1,MAI - Fixed calender,2016-05-19T11:04:28,MAI,2016-05-01T07:00:00,,,,,0,VAL,Valhall plattform,NO,MONTH,Month,month,NO,CALF,,,NOTACTIVE,6,",PH,M3-12,PH,M3-12,PH,M4-11,PH,L1,PH,L1,PH,L1,PH,M3-12,PH,M4-11,PH,M4-11,PH,M4-11,PH,M4-11,PH,M4-11,PH,M2,PH,M2-13,PH,M2-13,PH,M2,PH,M2-11,PH,M4-11,PH,M4-11,PH,L1,PH,M2-12,PH,L,PH,M2-13,PH,L,PH,L7,PH,L7,PH,M5,PH,M5-22,PH,L8,PH,L1,PH,M2-13,PH,M2-13,PH,M2-13,PH,M2-13,PH,U42-03,PH,U42-03,PH,U12-02,PH,U12-02,PH,U12-02,PH,U12-02,PH,L1,PH,L1,PH,M2-11,PH,M3-11,PH,M3,PH,M3-11,PH,M3-11,PH,M3-11,PH,M3-11,PH,M5-23,PH,M2-13,PH,M3-12,PH,U11-02,PH,U11-02,PH,U12-02,PH,U12-02,PH,U32-02,PH,U32-02,PH,T44-02,PH,T44-02,PH,T43-02,PH,T43-02,PH,T24-02,PH,T23-02,PH,T34-02,PH,T34-02,PH,T14-01,PH,T13-01,IP,U10",No need,NO,YES,2016-05-19T11:04:28,0,Onshore,100,,,YES,NO,No need
