"key","isCompleted","plannedStart","externalId","isSafetyCritical","workPackageNumber","endTime","status","durationHours","workOrderNumber","title","percentageProgress","startTime","actualHours","description","isCancelled","isActive","priorityDescription","dueDate","createdDate","programNumber"
"FAO-086043","false","2013-11-01T00:00:00","FAO-086043","NO","WPG-005711","1385769600000","900","0","FAO-086043","<PH> CMR FOR BP FOR ON-OFF VALVES (*** month)","0","1384412400000","","ONSHORE JOB - Condition Monitoring Program (CMP) for BP for on-off valves ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2013-11-30T00:00:00","2013-09-04T12:55:57","PM-016460"
"FAO-086044","false","2013-11-01T00:00:00","FAO-086044","NO","WPG-005711","1385769600000","900","0","FAO-086044","<PH> CMR FOR BP FOR CONTROL VALVES (*** month)","0","1384412400000","","ONSHORE JOB - Condition Monitoring Program (CMP) for BP Engineering for Control Valves (***) ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2013-11-30T00:00:00","2013-09-04T12:55:58","PM-016617"
"FAO-086052","false","2013-12-01T00:00:00","FAO-086052","NO","WPG-005712","1388361600000","900","0","FAO-086052","<PH> CMR FOR SKF (*** month)","0","1385881200000","","ONSHORE JOB - Condition Monitoring Program (CMP) for SKF for Oil Analysis and SW Pumps Vibration ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2013-12-30T00:00:00","2013-09-04T12:57:38","PM-016456"
"FAO-086056","false","2013-12-01T00:00:00","FAO-086056","NO","WPG-005712","1388361600000","900","0","FAO-086056","<PH> CMR FOR *** FOR CONTROL VALVES (***) (*** month)","0","1385881200000","","ONSHORE JOB - Condition Monitoring Program (CMP) for *** for Control Valves (***) ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2013-12-30T00:00:00","2013-09-04T12:57:43","PM-016626"
"FAO-087538","true","2013-12-15T00:00:00","FAO-087538","NO","WPG-006261","1389190578000","600","0","FAO-087538","<PH> ***. VANNTÅKEANLEGG FOR KOMPRESSOR ***-KA-*** (*** month)","100","1389250800000","7","Vedlikehold vanntåkeanlegg for kompressor ***-KA-*** ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-01-13T00:00:00","2013-10-31T09:19:14","PM-012607"
"FAO-087541","true","2014-02-05T00:00:00","FAO-087541","NO","WPG-006265","1393317723000","600","0","FAO-087541","<PH> ***. AV SIKKERHETSKRITISK INSTRUMENTERING SYSTEM *** (*** ***","100","1392879600000","24","Vedlikehold av sikkerhetskritisk instrumentering System *** ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-03-06T00:00:00","2013-10-31T09:25:58","PM-016645"
"FAO-087575","true","2014-08-06T00:00:00","FAO-087575","NO","WPG-006280","1411733992000","600","0","FAO-087575","<PH> VEDLIKEHOLD AV ESDV VENTIL (*** month)","100","1411628400000","21","Årlig ***- og *** av ESDV ventil ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-10-04T00:00:00","2013-11-01T14:39:11","PM-014061"
"FAO-087612","false","2014-01-01T00:00:00","FAO-087612","NO","WPG-006457","1391040000000","900","0","FAO-087612","<PH> CMR FOR GE BN SYSTEM *** AND TRENDMASTER (*** month)","0","1388559600000","","ONSHORE JOB - Condition Monitoring Program (CMP) for GE for rotating equipment (BN System1 and TredmasterPro.) ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-01-30T00:00:00","2013-11-11T14:09:31","PM-016440"
"FAO-087613","false","2014-02-01T00:00:00","FAO-087613","NO","WPG-006457","1393718400000","900","0","FAO-087613","<PH> CMR FOR GE BN SYSTEM *** AND TRENDMASTER (*** month)","0","1391238000000","","ONSHORE JOB - Condition Monitoring Program (CMP) for GE for rotating equipment (BN System1 and TredmasterPro.) ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-03-02T00:00:00","2013-11-11T14:09:36","PM-016440"
"FAO-087996","true","2014-01-26T00:00:00","FAO-087996","NO","WPG-006263","1390788653000","600","0","FAO-087996","<PH> VEDLIKEHOLD AV SEAL GASS KOMPRESSOR FOR ***-KA-*** (*** mon","100","1390719600000","3","Vedlikehold av seal gass ***. for gass kompressor ***-KA-*** ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-03-26T00:00:00","2013-11-14T10:52:28","PM-012424"
"FAO-090628","true","2014-03-19T00:00:00","FAO-090628","NO","WPG-006267","1396256887000","600","0","FAO-090628","<PH> VEDLIKEHOLD AV BLOW DOWN VENTILER (*** month)","100","1395903600000","43","Vedlikehold av Blow Down ventiler ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-05-17T00:00:00","2014-01-24T11:41:51","PM-013901"
"FAO-091004","false","2014-04-01T00:00:00","FAO-091004","NO","WPG-006457","1398816000000","900","0","FAO-091004","<PH> CMR FOR SCORE FOR ***-MAP (*** month)","0","1396335600000","","ONSHORE JOB - Condition Monitoring Program (CMP) for SCORE for Critical ESD Valves & Actuators (***-MAP) ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-04-30T00:00:00","2014-01-27T13:33:44","PM-016450"
"FAO-091021","false","2014-06-01T00:00:00","FAO-091021","NO","WPG-006457","1404086400000","900","0","FAO-091021","<PH> CMR FOR BP FOR ROTATING EQUIPMENT (*** month)","0","1401606000000","","ONSHORE JOB - Condition Monitoring Program (CMP) for BP for rotating equipment ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-06-30T00:00:00","2014-01-27T13:35:45","PM-016459"
"FAO-091127","false","2014-06-01T00:00:00","FAO-091127","NO","WPG-006457","1404086400000","900","0","FAO-091127","<PH> CMR FOR BP FOR ROTATING EQUIPMENT (*** month)","0","1401606000000","","ONSHORE JOB - Condition Monitoring Program (CMP) for BP for rotating equipment ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-06-30T00:00:00","2014-01-31T11:48:33","PM-016459"
"FAO-091193","false","2014-02-01T00:00:00","FAO-091193","NO","WPG-006457","1393718400000","900","0","FAO-091193","<PH> CMR FOR BP FOR CONTROL VALVES (*** month)","0","1391238000000","","ONSHORE JOB - Condition Monitoring Program (CMP) for BP Engineering for Control Valves (***) ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-03-02T00:00:00","2014-01-31T13:19:56","PM-016617"
"FAO-091202","false","2014-04-01T00:00:00","FAO-091202","NO","WPG-006457","1398816000000","900","0","FAO-091202","<PH> CMR FOR *** FOR CONTROL VALVES (***) (*** month)","0","1396335600000","","ONSHORE JOB - Condition Monitoring Program (CMP) for *** for Control Valves (***) ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-04-30T00:00:00","2014-01-31T13:19:58","PM-016626"
"FAO-091661","true","2014-05-26T00:00:00","FAO-091661","NO","WPG-006271","1400688594000","600","0","FAO-091661","<PH> SMØREOLJEPRØVE KOMPRESSORER  (*** month)","100","1400742000000","6","Smøreoljeprøve kompressorer  ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-06-24T00:00:00","2014-02-11T12:41:21","PM-014055"
"FAO-093528","false","2014-06-01T00:00:00","FAO-093528","NO","WPG-006457","1404086400000","900","0","FAO-093528","<PH> CMR FOR GE BN SYSTEM *** AND TRENDMASTER (*** month)","0","1401606000000","","ONSHORE JOB - Condition Monitoring Program (CMP) for GE for rotating equipment (BN System1 and TredmasterPro.) ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-06-30T00:00:00","2014-03-25T09:50:09","PM-016440"
"FAO-093532","true","2014-05-01T00:00:00","FAO-093532","NO","WPG-006457","1401272350000","600","0","FAO-093532","<PH> CMR FOR SCORE FOR ***-MAP (*** month)","100","1398927600000","126","ONSHORE JOB - Condition Monitoring Program (CMP) for SCORE for Critical ESD Valves & Actuators (***-MAP) ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-05-30T00:00:00","2014-03-25T09:54:29","PM-016450"
"FAO-094683","false","2014-07-01T00:00:00","FAO-094683","NO","WPG-006457","null","900","0","FAO-094683","<PH> CMR FOR UNITECH FOR *** SYSTEM (*** month)","0","1404198000000","","ONSHORE JOB - Condition Monitoring Program (CPM) for Unitech, for ***- surveillanced equipment. ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","","2014-05-26T09:01:18","PM-016815"
"FAO-097538","true","2014-12-01T00:00:00","FAO-097538","NO","WPG-006457","1418634818000","600","0","FAO-097538","<PH> CMR FOR SCORE FOR ***-MAP (*** month)","100","1417417200000","28","ONSHORE JOB - Condition Monitoring Program (CMP) for SCORE for Critical ESD Valves & Actuators (***-MAP) ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-12-30T00:00:00","2014-09-18T20:08:59","PM-016450"
"FAO-097636","false","2015-02-05T00:00:00","FAO-097636","NO","WPG-006688","1430784000000","900","0","FAO-097636","<PH> ***. AV EX UTSTYR-***.-*** DECK *** AREA (*** ","55","1426748400000","144","Kontroll av EX Utstyr - Instrument - *** Deck Production Area ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2015-05-05T00:00:00","2014-09-18T20:24:15","PM-014718"
"FAO-098036","true","2015-08-06T00:00:00","FAO-098036","NO","WPG-006700","1441813443000","600","0","FAO-098036","<PH> ***. OG *** AV ESDV VENTIL (*** month)","100","1441868400000","30","***- og *** av ESDV ventil ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2015-10-04T00:00:00","2014-10-13T12:16:14","PM-014061"
"FAO-098259","true","2015-02-06T00:00:00","FAO-098259","NO","WPG-006684","1422800596000","600","0","FAO-098259","<PH> ***. VANNTÅKEANLEGG FOR KOMPRESSOR ***-KA-*** (*** month)","100","1423206000000","8","Vedlikehold vanntåkeanlegg for kompressor ***-KA-*** ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2015-03-07T00:00:00","2014-10-17T08:56:13","PM-012607"
"FAO-099850","false","2015-02-01T00:00:00","FAO-099850","NO","WPG-007230","1425254400000","900","0","FAO-099850","<PH> CMR FOR UNITECH FOR *** SYSTEM (*** month)","0","1422774000000","","ONSHORE JOB - Condition Monitoring Program (CPM) for Unitech, for ***- surveillanced equipment. ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2015-03-02T00:00:00","2014-11-13T21:48:44","PM-016815"
"FAO-102127","false","2015-03-01T00:00:00","FAO-102127","NO","WPG-006687","1432857600000","900","0","FAO-102127","<PH> ***. AV EX UTSTYR-***.-*** DECK *** AREA (***","0","1425538800000","","Kontroll av EX Utstyr - Instrument - *** Deck Production Area ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2015-05-29T00:00:00","2015-02-06T21:03:10","PM-014719"
"FAO-102165","false","2015-05-01T00:00:00","FAO-102165","NO","WPG-007230","1432944000000","900","0","FAO-102165","<PH> CMR FOR GE BN SYSTEM *** AND TRENDMASTER (*** month)","0","1430463600000","","ONSHORE JOB - Condition Monitoring Program (CMP) for GE for rotating equipment (BN System1 and TredmasterPro.) ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2015-05-30T00:00:00","2015-02-06T21:07:46","PM-016440"
"FAO-102208","true","2015-03-01T00:00:00","FAO-102208","NO","WPG-007230","1427119219000","600","0","FAO-102208","<PH> CMR FOR UNITECH FOR *** SYSTEM (*** month)","100","1425193200000","","ONSHORE JOB - Condition Monitoring Program (CPM) for Unitech, for ***- surveillanced equipment. ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2015-03-30T00:00:00","2015-02-06T21:16:43","PM-016815"
"FAO-103378","true","2015-09-01T00:00:00","FAO-103378","NO","WPG-007230","1441880298000","600","0","FAO-103378","<PH> CMR FOR GE BN SYSTEM *** AND TRENDMASTER (*** month)","100","1441090800000","","ONSHORE JOB - Condition Monitoring Program (CMP) for GE for rotating equipment (BN System1 and TredmasterPro.) ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2015-09-30T00:00:00","2015-03-25T10:01:14","PM-016440"
"FAO-103401","true","2015-07-01T00:00:00","FAO-103401","NO","WPG-007230","1436532428000","600","0","FAO-103401","<PH> CMR FOR UNITECH FOR *** SYSTEM (*** month)","100","1435734000000","","ONSHORE JOB - Condition Monitoring Program (CPM) for Unitech, for ***- surveillanced equipment. ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2015-07-30T00:00:00","2015-03-25T10:01:18","PM-016815"
"FAO-105876","true","2016-02-06T00:00:00","FAO-105876","NO","WPG-006804","1454660841000","600","0","FAO-105876","<PH> ***. VANNTÅKEANLEGG FOR KOMPRESSOR ***-KA-*** (*** month)","100","1454569200000","6","Vedlikehold vanntåkeanlegg for kompressor ***-KA-*** ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2016-03-06T00:00:00","2015-06-25T08:43:19","PM-012607"
"FAO-106111","false","2015-10-01T00:00:00","FAO-106111","NO","WPG-007230","1446163200000","900","0","FAO-106111","<PH> CMR FOR *** FOR CONTROL VALVES (***) (*** month)","0","1443682800000","","ONSHORE JOB - Condition Monitoring Program (CMP) for *** for Control Valves (***) ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2015-10-30T00:00:00","2015-06-26T08:11:42","PM-016626"
"FAO-108881","false","2015-11-12T00:00:00","FAO-108881","NO","WPG-006705","1452384000000","900","0","FAO-108881","PH (***) - *** AV LÅSTE VENTILER (*** month)","0","1447311600000","","Inspeksjon av låste ventiler mhp Locked Open (LO), Locked Closed (LC), Car Seal Open (CSO) og Car Seal Closed (CSC). (Tubingventiler på trykktransmitterne skal sjekkes) ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2016-01-10T00:00:00","2015-09-08T13:06:35","PM-019454"
"FAO-109515","true","2016-02-01T00:00:00","FAO-109515","NO","WPG-007761","1456497129000","600","0","FAO-109515","<PH> CMR FOR ***-MAP, ON-OFF VALVES  (*** month)","100","1454310000000","5","ONSHORE JOB - Condition Monitoring Program (CMP) for SCORE for Critical ESD Valves & Actuators (***-MAP) ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2016-03-01T00:00:00","2015-10-23T13:02:16","PM-016450"
"FAO-110397","true","2016-01-21T00:00:00","FAO-110397","NO","WPG-006805","1456203851000","600","0","FAO-110397","PH(***)- *** AV INTERLOCK VENTILER (*** month)","100","1455778800000","7","Inspeksjon av forriglinger og låste ventiler -PH ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2016-03-20T00:00:00","2015-11-03T17:31:38","PM-019523"
"FAO-110426","true","2016-01-26T00:00:00","FAO-110426","NO","WPG-006803","1454140901000","600","0","FAO-110426","<PH> FUNKSJONSTEST AV ESDV VENTIL (*** month)","100","1453964400000","6","Funksjonstest av ESDV ventil ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2016-03-25T00:00:00","2015-11-03T17:51:47","PM-014062"
"FAO-110606","true","2016-02-12T00:00:00","FAO-110606","NO","WPG-006805","1456285161000","600","0","FAO-110606","***, DETEKSJON AV GASSLEKKASJER (*** month)","100","1455778800000","202","INSPEKSJON AV VALHALL FOR GASSLEKKASJER ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2016-03-12T00:00:00","2015-11-03T18:25:32","PM-014545"
"FAO-111842","true","2016-05-27T00:00:00","FAO-111842","NO","WPG-007761","1463759437000","600","0","FAO-111842","REVIEW OF SIS LOP CONTROLLERS PERFORMANCE (*** month)","100","1464332400000","15","Performance review of IPL BPCS control loops credited in *** ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2016-06-25T00:00:00","2015-12-15T12:50:40","PM-019771"
"FAO-112176","true","2016-03-19T00:00:00","FAO-112176","NO","WPG-006807","1458608464000","600","0","FAO-112176","<PH> VEDLIKEHOLD AV BLOW DOWN VENTILER (*** month)","100","1458370800000","52","Vedlikehold av Blow Down ventiler ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2016-05-17T00:00:00","2016-01-08T12:31:59","PM-013901"
"FAO-115094","true","2016-08-01T00:00:00","FAO-115094","NO","WPG-007761","1470403074000","600","0","FAO-115094","<PH> CMR FOR GE BN SYSTEM *** AND TRENDMASTER (*** month)","100","1470034800000","","ONSHORE JOB - Condition Monitoring Program (CMP) for GE for rotating equipment (BN System1 and TredmasterPro.) ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2016-08-30T00:00:00","2016-04-01T09:15:14","PM-016440"
"FAO-115929","true","2016-07-01T00:00:00","FAO-115929","NO","WPG-006815","1468223279000","600","0","FAO-115929","MEKANISK SJEKK OG INSPEKSJON AV *** VENTILER T33,T34 (*** ***","100","1468220400000","6","MEKANISK SJEKK AV *** VENTILER T33, T34. INSPEKSJON AV *** ESDV (*** ***) ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2016-08-29T00:00:00","2016-04-01T10:50:05","PM-018781"
"FAO-117756","true","2016-10-20T00:00:00","FAO-117756","NO","WPG-007761","1477578057000","600","0","FAO-117756","<PH> CMR FOR SKF (*** month)","100","1476946800000","","ONSHORE JOB - Condition Monitoring Program (CMP) for SKF for Oil Analysis and SW Pumps Vibration ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2016-11-18T00:00:00","2016-06-20T14:20:46","PM-016456"
"FAO-119438","false","2017-07-05T00:00:00","FAO-119438","NO","WPG-008136","1504310400000","900","0","FAO-119438","***  SIKKERHETSKRITISK INSTRUMENTERING SYSTEM *** (*** MONTH)","0","1505718000000","","Funksjonstest av sikkerhetskritisk instrumentering system *** *** og rutiner *** - Suppress ***","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2017-09-02T00:00:00","2016-08-08T20:13:18","PM-016645"
"FAO-120850","true","2017-01-01T00:00:00","FAO-120850","NO","WPG-008302","1484726146000","600","0","FAO-120850","<PH> ***. VENT./*** FOR KOMPRESSOR ***-KA-*** (*** ***","100","1484204400000","13","Vedlikehold ***-/*** for kompressor ***-KA-*** ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2017-03-01T00:00:00","2016-10-11T20:07:28","PM-012508"
"FAO-120984","true","2017-01-21T00:00:00","FAO-120984","NO","WPG-008303","1485317688000","600","0","FAO-120984","*** MND PM PÅ VISUELL SJEKK AV *** PÅ ALLE ***.*** ***","100","1484982000000","2","Sjekk av *** på alle ***.*** på alle *** kompressorer. ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2017-03-21T00:00:00","2016-10-11T20:35:48","PM-019850"
"FAO-121016","true","2017-01-26T00:00:00","FAO-121016","NO","WPG-008304","1486736338000","600","0","FAO-121016","<PH> FUNKSJONSTEST AV ESDV VENTIL (*** month)","100","1486623600000","6","Funksjonstest av ESDV ventil ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2017-03-26T00:00:00","2016-10-11T20:39:45","PM-014060"
"FAO-123527","false","2017-03-01T00:00:00","FAO-123527","NO","WPG-008421","1490832000000","900","0","FAO-123527","<PH> CMR FOR ***-MAP, ON-OFF VALVES  (*** month)","0","1488351600000","","ONSHORE JOB - Condition Monitoring Program (CMP) for SCORE for Critical ESD Valves & Actuators (***-MAP) ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2017-03-30T00:00:00","2016-12-22T13:04:13","PM-016450"
"FAO-124125","true","2017-04-01T00:00:00","FAO-124125","NO","WPG-008421","1490715035000","600","0","FAO-124125","CONDITION MONITORING FOR CRITICAL ESD VALVES (*** month)","100","1491030000000","","ONSHORE JOB - Condition Monitoring Program for Critical ESD Valves. ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2017-04-30T00:00:00","2017-01-19T13:40:53","PM-016450"
"FAO-124170","true","2017-05-01T00:00:00","FAO-124170","NO","WPG-008421","1494957791000","600","0","FAO-124170","<PH> CMR FOR UNITECH FOR *** SYSTEM (*** month)","100","1493622000000","","ONSHORE JOB - Condition Monitoring Program (CPM) for Unitech, for ***- surveillanced equipment. ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2017-05-30T00:00:00","2017-01-23T09:49:22","PM-016815"
"FAO-128714","true","2017-10-01T00:00:00","FAO-128714","NO","WPG-008421","1507649981000","600","0","FAO-128714","<PH> CMR FOR GE BN SYSTEM *** AND TRENDMASTER (*** month)","100","1509001200000","","ONSHORE JOB - Condition Monitoring Program (CMP) for GE for rotating equipment (BN System1 and TredmasterPro.) ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2017-10-30T00:00:00","2017-06-23T13:41:54","PM-016440"
"FAO-128978","true","2017-09-19T00:00:00","FAO-128978","NO","WPG-008320","1506033855000","600","null","FAO-128978","<PH> VEDLIKEHOLD AV BLOW DOWN VENTILER (*** month)","null","1505977200000","null","null","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2017-10-18T00:00:00","2017-06-28T09:15:05","PM-013901"
"FAO-129258","true","2017-10-16T00:00:00","FAO-129258","NO","WPG-008321","1507622017000","600","null","FAO-129258","<PH> *** - *** - *** *** (*** month)","null","1508137200000","null","null","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2017-11-14T00:00:00","2017-06-30T12:10:15","PM-012509"
"FAO-130812","true","2017-11-05T00:00:00","FAO-130812","NO","WPG-008323","1509619926000","600","0","FAO-130812","<PH> SIKKERHETSKRITISK INSTRUMENTERING SYSTEM *** (*** month)","100","1509865200000","10","Vedlikehold av sikkerhetskritisk instrumentering System *** *** og rutiner *** - Suppress ***","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2018-02-02T00:00:00","2017-09-01T14:54:53","PM-016653"
"FAO-130859","true","2017-11-12T00:00:00","FAO-130859","NO","WPG-008324","1510720511000","600","null","FAO-130859","PH (***) - *** AV LÅSTE VENTILER (*** month)","null","1510470000000","null","null","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2018-01-10T00:00:00","2017-09-01T14:56:39","PM-019454"
"FAO-131580","false","2018-07-18T00:00:00","FAO-131580","NO","WPG-008843","null","900","null","FAO-131580","<PH> *** AV MOTOR PURGE UNIT ***.TR.***. (*** month)","null","1531897200000","null","null","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2018-09-15T00:00:00","2017-10-05T15:08:14","PM-016869"
"FAO-132616","false","2018-08-06T00:00:00","FAO-132616","YES","WPG-008843","null","300","null","FAO-132616","*** <PH> INSTRUMENTERING *** *** (*** MONTH)","null","1529686800000","null","null","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2018-10-04T00:00:00","2017-11-02T08:35:08","PM-012417"
"FAO-132869","true","2018-01-26T00:00:00","FAO-132869","NO","WPG-008333","1516954082000","600","0","FAO-132869","<PH> SMØREOLJEPRØVE KOMPRESSORER  (*** month)","100","1516950000000","4","Smøreoljeprøve kompressorer  ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2018-02-24T00:00:00","2017-11-09T13:19:14","PM-014055"
"FAO-132879","true","2018-01-21T00:00:00","FAO-132879","NO","WPG-008333","1516414442000","600","null","FAO-132879","PH(***)- *** AV INTERLOCK VENTILER (*** month)","null","1516518000000","null","null","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2018-03-21T00:00:00","2017-11-09T13:19:16","PM-019523"
"FAO-132911","true","2018-01-26T00:00:00","FAO-132911","NO","WPG-008335","1519804251000","600","0","FAO-132911","<PH> FUNKSJONSTEST AV ESDV VENTIL (*** month)","100","1519282800000","8","Funksjonstest av ESDV ventil ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2018-04-25T00:00:00","2017-11-09T13:19:53","PM-014063"
"FAO-133152","true","2018-04-05T00:00:00","FAO-133152","NO","WPG-008340","1525084956000","600","null","FAO-133152","***, DETEKSJON AV GASSLEKKASJER (*** month)","null","1524726000000","null","null","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2018-05-04T00:00:00","2017-11-09T13:24:51","PM-014545"
"FAO-135919","true","2018-04-28T00:00:00","FAO-135919","NO","WPG-008340","1525235635000","600","null","FAO-135919","PH(***)- *** AV INTERLOCK VENTILER (*** month)","null","1524898800000","null","null","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2018-06-26T00:00:00","2018-02-01T09:36:14","PM-019530"
"FAO-137012","true","2018-05-15T00:00:00","FAO-137012","NO","WPG-008346","1532106086000","600","0","FAO-137012","*** OF EX EQUIPMENT - *** *** LEVEL *** (*** month","100","1531983600000","23","INSPEKSJON AV EX UTSTYR INNVENDIG *** *** *** OG *** *** *** *** *** LEVEL ***. ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2018-08-12T00:00:00","2018-04-04T08:50:03","PM-017584"
"FAO-137409","true","2018-07-01T00:00:00","FAO-137409","NO","WPG-008344","1530504139000","600","0","FAO-137409","DRENERING AV LUBE OIL ***,***,*** OG *** TRINN KOMPRESSOR SEAL (*** month","100","1530428400000","","Drenering av lube oil ***,***,*** og *** trinn kompressor seal.  Drenering av lube oil kompressorer ***,***,*** og *** trinn","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2018-07-30T00:00:00","2018-04-04T09:00:52","PM-021671"
"FAO-139622","true","2018-08-01T00:00:00","FAO-139622","NO","WPG-009131","1537440003000","600","0","FAO-139622","<PH> CMR FOR GE BN SYSTEM *** AND TRENDMASTER (*** month)","100","1533106800000","","ONSHORE JOB - Condition Monitoring Program (CMP) for GE for rotating equipment (BN System1 and TredmasterPro.) ","false","false","Kan føre til produksjonsstans (utføres innen *** dager)","2018-08-30T00:00:00","2018-06-18T08:46:19","PM-016440"
"FAO-141168","true","2019-08-06T00:00:00","FAO-141168","NO","WPG-006660","1559938440000","600","0","FAO-141168","*** <PH> INSTRUMENTERING *** *** (*** MONTH)","100","1559113200000","67","INSTRUMENTERING *** *** *** og rutiner *** - Suppress ***","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2019-11-03T00:00:00","2018-08-28T10:23:16","PM-012417"
"FAO-142153","true","2018-12-01T00:00:00","FAO-142153","NO","WPG-009131","1544093668000","600","0","FAO-142153","<PH> CMR FOR UNITECH FOR *** SYSTEM (*** month)","100","1543647600000","","ONSHORE JOB - Condition Monitoring Program (CPM) for Unitech, for ***- surveillanced equipment. ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2018-12-30T00:00:00","2018-09-05T11:42:37","PM-016815"
"FAO-147691","false","2019-04-01T00:00:00","FAO-147691","NO","WPG-009710","1556582400000","900","0","FAO-147691","DRENERING AV LUBE OIL ***,***,*** OG *** TRINN KOMPRESSOR SEAL (*** month","0","1555138800000","","Drenering av lube oil ***,***,*** og *** trinn kompressor seal.  Drenering av lube oil kompressorer ***,***,*** og *** trinn","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2019-04-30T00:00:00","2019-03-06T08:36:42","PM-021671"
"FAO-147735","true","2019-04-23T00:00:00","FAO-147735","NO","WPG-009709","1555891145000","600","0","FAO-147735","SJEKK AV *** LEKKASJE (*** ***)","100","1556002800000","4","Sjekk av *** Lekkasje ***  ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2019-05-22T00:00:00","2019-03-06T08:39:33","PM-022178"
"FAO-148037","false","2019-07-16T00:00:00","FAO-148037","NO","WPG-009717","1565740800000","900","0","FAO-148037","SJEKK AV *** LEKKASJE (*** ***)","0","1563260400000","","Sjekk av *** Lekkasje ***  ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2019-08-14T00:00:00","2019-03-06T08:45:34","PM-022178"
